area_id,weight,weight_perc2.5,weight_perc25,weight_perc50,weight_perc75,weight_perc97.5,weight_std,weight_ci95,volume,volume_perc2.5,volume_perc25,volume_perc50,volume_perc75,volume_perc97.5,volume_std,volume_ci95,fat,fat_perc2.5,fat_perc25,fat_perc50,fat_perc75,fat_perc97.5,fat_std,fat_ci95,saturate,saturate_perc2.5,saturate_perc25,saturate_perc50,saturate_perc75,saturate_perc97.5,saturate_std,saturate_ci95,salt,salt_perc2.5,salt_perc25,salt_perc50,salt_perc75,salt_perc97.5,salt_std,salt_ci95,sugar,sugar_perc2.5,sugar_perc25,sugar_perc50,sugar_perc75,sugar_perc97.5,sugar_std,sugar_ci95,protein,protein_perc2.5,protein_perc25,protein_perc50,protein_perc75,protein_perc97.5,protein_std,protein_ci95,carb,carb_perc2.5,carb_perc25,carb_perc50,carb_perc75,carb_perc97.5,carb_std,carb_ci95,fibre,fibre_perc2.5,fibre_perc25,fibre_perc50,fibre_perc75,fibre_perc97.5,fibre_std,fibre_ci95,alcohol,alcohol_perc2.5,alcohol_perc25,alcohol_perc50,alcohol_perc75,alcohol_perc97.5,alcohol_std,alcohol_ci95,energy_fat,energy_fat_perc2.5,energy_fat_perc25,energy_fat_perc50,energy_fat_perc75,energy_fat_perc97.5,energy_fat_std,energy_fat_ci95,energy_saturate,energy_saturate_perc2.5,energy_saturate_perc25,energy_saturate_perc50,energy_saturate_perc75,energy_saturate_perc97.5,energy_saturate_std,energy_saturate_ci95,energy_sugar,energy_sugar_perc2.5,energy_sugar_perc25,energy_sugar_perc50,energy_sugar_perc75,energy_sugar_perc97.5,energy_sugar_std,energy_sugar_ci95,energy_protein,energy_protein_perc2.5,energy_protein_perc25,energy_protein_perc50,energy_protein_perc75,energy_protein_perc97.5,energy_protein_std,energy_protein_ci95,energy_carb,energy_carb_perc2.5,energy_carb_perc25,energy_carb_perc50,energy_carb_perc75,energy_carb_perc97.5,energy_carb_std,energy_carb_ci95,energy_fibre,energy_fibre_perc2.5,energy_fibre_perc25,energy_fibre_perc50,energy_fibre_perc75,energy_fibre_perc97.5,energy_fibre_std,energy_fibre_ci95,energy_alcohol,energy_alcohol_perc2.5,energy_alcohol_perc25,energy_alcohol_perc50,energy_alcohol_perc75,energy_alcohol_perc97.5,energy_alcohol_std,energy_alcohol_ci95,energy_tot,energy_tot_perc2.5,energy_tot_perc25,energy_tot_perc50,energy_tot_perc75,energy_tot_perc97.5,energy_tot_std,energy_tot_ci95,f_energy_fat,f_energy_saturate,f_energy_sugar,f_energy_protein,f_energy_carb,f_energy_fibre,f_energy_alcohol,energy_density,h_nutrients_weight,h_nutrients_weight_norm,h_nutrients_calories,h_nutrients_calories_norm,f_beer,f_dairy,f_eggs,f_fats_oils,f_fish,f_fruit_veg,f_grains,f_meat_red,f_poultry,f_readymade,f_sauces,f_soft_drinks,f_spirits,f_sweets,f_tea_coffee,f_water,f_wine,f_dairy_weight,f_eggs_weight,f_fats_oils_weight,f_fish_weight,f_fruit_veg_weight,f_grains_weight,f_meat_red_weight,f_poultry_weight,f_readymade_weight,f_sauces_weight,f_sweets_weight,h_items,h_items_norm,h_items_weight,h_items_weight_norm,representativeness_norm,transaction_days,num_transactions,man_day,population,male,female,age_0_17,age_18_64,age_65+,avg_age,area_sq_km,people_per_sq_km
E05000482,450.10988,37,175,325,500,1600,710.5693802,5.755725962,135.0139266,10.0075,50,100,227.2,340.8,115.5892179,1.945406147,9.279622924,0,0.2,2.2,13.4,50.7,15.49612204,0.100454758,3.613321723,0,0.1,0.7,4,20.7,6.876408146,0.044576825,0.555066925,0,0.02,0.2,0.8,2.29,1.579440169,0.010238838,10.67771466,0,1.3,4.1,11.8,59,16.61849089,0.107730597,5.009032752,0,0.4,2.9,7.7,23.3,6.141776668,0.039814522,19.0819019,0,0.3,7.6,32.8,74.4,23.87492673,0.15477098,1.518626469,0,0,1,2.2,7,2.290369245,0.014847488,0.16273922,0,0,0,0,0,1.484989377,0.009626554,83.51660632,0,1.8,19.8,120.6,456.3,139.4650984,0.904092825,32.51989551,0,0.9,6.3,36,186.3,61.88767332,0.401191424,42.71085864,0,5.2,16.4,47.2,236,66.47396356,0.43092239,20.03613101,0,1.6,11.6,30.8,93.2,24.56710667,0.159258088,76.32760759,0,1.2,30.4,131.2,297.6,95.49970694,0.61908392,2.806327915,0,0,1.4,4.2,13.6,4.382384993,0.028409135,1.139174539,0,0,0,0,0,10.39492564,0.067385875,183.8258474,0,41,110.4,285.4,604.1,182.6347785,1.183943472,0.454324609,0.176906001,0.232344141,0.108995178,0.41521695,0.015266231,0.006197031,0.40840216,1.618489394,0.697045441,1.529724767,0.658816598,0.009793038,0.107833332,0.013178286,0.034797709,0.019531121,0.252717541,0.157633844,0.044469846,0.021366629,0.053625403,0.011540617,0.04048009,0.002846686,0.176461537,0.00485805,0.040546036,0.008320236,0.050996442,0.030252026,0.029120438,0.017051808,0.330769187,0.290331694,0.044840284,0.051040101,0.046607046,0.010961473,0.0980295,3.249473707,0.794985504,2.692227031,0.778228139,0.394709373,30,130401,12784,16652,8380,8272,5051,10389,1212,31.5918208,1.78,9355.05618
E05000483,426.6182847,40,175,305,500,1500,584.9845258,5.091469933,113.0478528,11,50,75,175,340.8,103.7424006,1.765059886,10.05431339,0,0.2,2,14,59,16.68227012,0.115609085,4.185592299,0,0.1,0.7,4.1,31.4,8.343905211,0.05782374,0.56094021,0,0.01,0.13,0.8,2.4,1.548782928,0.010733154,9.615415777,0,1,3.5,10.5,57.3,15.65256916,0.108473198,5.050672084,0,0.4,2.4,7.6,23.8,6.394912557,0.044317109,17.60691936,0,0.1,5.9,25,73.5,23.244584,0.161086295,1.514983123,0,0,0.9,2.2,7.3,2.359153423,0.016349068,0.241720594,0,0,0,0,2.64,1.682682054,0.011661083,90.4888205,0,1.8,18,126,531,150.1404311,1.040481764,37.67033069,0,0.9,6.3,36.9,282.6,75.0951469,0.520413657,38.46166311,0,4,14,42,229.2,62.61027663,0.433892793,20.20268834,0,1.6,9.6,30.4,95.2,25.57965023,0.177268437,70.42767746,0,0.4,23.6,100,294,92.97833599,0.644345179,2.8288011,0,0,1.4,4.2,14.4,4.601384743,0.031887859,1.692044157,0,0,0,0,18.48,11.77877438,0.081627579,185.6400316,0,40.8,110.4,293.9,629,185.6984697,1.286901002,0.487442389,0.202921376,0.207184101,0.108827219,0.379377642,0.015238099,0.009114651,0.435143167,1.667836208,0.718297958,1.537801245,0.662294947,0.02189561,0.109038377,0.012536901,0.052911249,0.023980906,0.264581371,0.140656994,0.049783305,0.017536587,0.046868915,0.011946486,0.038113184,0.002537529,0.151887444,0.004145468,0.03728409,0.014295584,0.061674499,0.031281405,0.037153519,0.021950017,0.363856355,0.242973118,0.052101483,0.041971568,0.041888436,0.012274749,0.09287485,3.32034858,0.81232508,2.730484625,0.789287064,0.334412395,30,114195,9476,16563,8461,8102,3698,11565,1300,33.59596691,1.26,13145.2381
E05000484,470.8363862,36,173.7,320,500,2000,858.0047803,8.301012304,131.683601,11,40,100,227.2,340.8,112.3114361,2.139714303,9.935171025,0,0.2,1.9,14,77,16.96961896,0.130146274,4.057705537,0,0.1,0.7,4.1,21.9,8.124008415,0.06230602,0.522480292,0,0.01,0.12,0.75,2.2,1.438712404,0.011034017,11.07727171,0,1.4,4.4,11.8,61.7,17.11070596,0.131228322,4.628717847,0,0.4,2.5,7.2,22.2,5.821075536,0.044643978,19.10382441,0,0.3,7.1,31.5,75,24.29782307,0.186348977,1.508284695,0,0,0.9,2.2,7.2,2.338707133,0.017936409,0.160427559,0,0,0,0,1,1.401070072,0.010745324,89.41653923,0,1.8,17.1,126,693,152.7265706,1.171316465,36.51934983,0,0.9,6.3,36.9,197.1,73.11607574,0.560754183,44.30908684,0,5.6,17.6,47.2,246.8,68.44282383,0.524913289,18.51487139,0,1.6,10,28.8,88.8,23.28430214,0.178575911,76.41529765,0,1.2,28.4,126,300,97.1912923,0.745395909,2.781485791,0,0,1.4,4.2,14,4.485493682,0.034400907,1.12299291,0,0,0,0,7,9.807490502,0.075217266,188.251187,0,38.2,104.8,303.9,702,192.2879185,1.47472705,0.474985261,0.193992667,0.235372151,0.09835195,0.405921996,0.014775396,0.005965396,0.399822937,1.608046306,0.692547848,1.501148325,0.646509394,0.015090683,0.120263972,0.012890919,0.044195241,0.018413402,0.258618303,0.153598843,0.034657806,0.01216792,0.040318735,0.009675881,0.040672543,0.00316889,0.179426831,0.0047841,0.044887474,0.007168459,0.059388611,0.03142246,0.034691416,0.014737009,0.320735833,0.342041724,0.031750845,0.027746147,0.029053386,0.009553656,0.098878913,3.209324216,0.785162909,2.556282867,0.738931463,0.309365961,30,93187,10486,17783,9459,8324,3930,12642,1211,32.21222516,1.21,14696.69421
E05000485,522.6915487,39,182,335,500,2500,988.083923,6.980523769,163.0966802,11,50,132,227.2,340.8,122.6334022,1.702837428,11.39979555,0,0.3,2.5,15,82.2,19.69454477,0.109980098,4.915319869,0,0.1,1,4.8,52.1,10.04129626,0.056073535,0.538759943,0,0.03,0.14,0.8,2,1.461572519,0.008161848,11.09634659,0,1.4,4.6,11.8,59.5,16.88428695,0.094286797,4.498892019,0,0.4,3.1,7.1,21,5.422576028,0.03028125,20.63937778,0,0.5,7.9,42,76,25.15163448,0.140454083,1.490052278,0,0,0.9,2.3,6.8,2.212519187,0.012355354,0.099587007,0,0,0,0,0,1.150531843,0.006424906,102.5981599,0,2.7,22.5,135,739.8,177.2509029,0.989820883,44.23787882,0,0.9,9,43.2,468.9,90.37166635,0.504661816,44.38538637,0,5.6,18.4,47.2,238,67.53714779,0.377147186,17.99556807,0,1.6,12.4,28.4,84,21.69030411,0.121125002,82.55751112,0,2,31.6,168,304,100.6065379,0.561816332,2.756633601,0,0,1.4,4.4,13.6,4.293282184,0.023974943,0.697109049,0,0,0,0,0,8.053722899,0.044974344,206.6049818,0,41.5,121.2,351.1,739.8,207.3841956,1.158094002,0.496590929,0.214118161,0.214832121,0.087101327,0.399591096,0.013342532,0.003374115,0.395271326,1.569109304,0.675778594,1.447811258,0.623538369,0.007051507,0.138116497,0.015514948,0.065822227,0.015090551,0.231181699,0.17147241,0.021799277,0.008700123,0.036881667,0.008642993,0.03511879,0.002105658,0.192292311,0.00428477,0.041713255,0.004211317,0.058297858,0.034449021,0.048192393,0.011510453,0.279440325,0.396557245,0.019233662,0.018637735,0.024077378,0.008107283,0.101496646,3.131098087,0.766024844,2.472066345,0.714587429,0.538969849,30,174344,20879,16379,9016,7363,4269,11024,1086,31.74308566,0.75,21838.66667
E05000486,498.7422983,40,200,335,500,2000,913.6111418,6.472839158,156.7244163,11,50,100,227.2,340.8,120.7093235,1.704238039,11.89726897,0,0.3,2.5,15.6,82.2,20.52690456,0.115149616,5.344313856,0,0.1,0.9,5.3,52.1,11.00387713,0.061728363,0.544202222,0,0.04,0.17,0.8,2,1.387688368,0.007784505,10.6574958,0,1.4,4.5,11.6,58.5,16.38374538,0.091907768,4.463882204,0,0.4,2.8,7,21,5.440018677,0.03051683,20.21835937,0,0.4,7.2,40.4,75.5,24.98119256,0.1401368,1.494990784,0,0,0.9,2.3,7,2.246868512,0.012604241,0.119186254,0,0,0,0,0,1.275278072,0.007153917,107.0754208,0,2.7,22.5,140.4,739.8,184.742141,1.036346543,48.09882471,0,0.9,8.1,47.7,468.9,99.0348942,0.555555271,42.62998321,0,5.6,18,46.4,234,65.53498152,0.367631073,17.85552881,0,1.6,11.2,28,84,21.76007471,0.122067321,80.87343748,0,1.6,28.8,161.6,302,99.92477023,0.560547202,2.764232808,0,0,1.4,4.4,13.6,4.287539117,0.024051775,0.83430378,0,0,0,0,0,8.926946506,0.050077422,209.4029236,0,41.5,118.5,356.7,739.8,211.5257699,1.186594456,0.511336799,0.229695096,0.203578739,0.085268766,0.386209686,0.013200545,0.003984203,0.41986197,1.580868018,0.680842797,1.44192229,0.621002129,0.008720978,0.135142251,0.015253484,0.075765554,0.016142037,0.24006549,0.163139881,0.021711944,0.008597568,0.034563046,0.009856351,0.031839797,0.002443519,0.18499169,0.004582627,0.042592928,0.004590854,0.06214776,0.034881705,0.058767191,0.012404796,0.296324815,0.354063668,0.019892424,0.020336109,0.026481866,0.00950054,0.105199127,3.148505182,0.7702835,2.558195349,0.739484294,0.541248038,30,173094,18604,15307,8312,6995,3783,10287,1237,32.5378585,0.8,19133.75
E05000487,469.8136557,32.5,168,320,500,1600,835.5215409,8.345987895,154.2603269,11,50,100,227.2,340.8,121.2571852,2.398697522,9.826162644,0,0.2,2.4,14.3,68.2,16.38108329,0.128498774,4.061795903,0,0.1,0.9,4.3,21.7,7.851907947,0.061593029,0.506055932,0,0.02,0.15,0.75,2,1.313150245,0.010300796,11.81126636,0,1.5,4.7,12.5,61.8,17.33988387,0.136019931,4.632114334,0,0.5,3.2,7.1,21.6,5.557626773,0.04359591,20.98281279,0,1.5,8.8,40.4,76.6,25.00126909,0.196118435,1.505334209,0,0,1,2.2,6.8,2.206172743,0.017305967,0.100449099,0,0,0,0,0,1.244697978,0.009763833,88.43546379,0,1.8,21.6,128.7,613.8,147.4297496,1.156488965,36.55616312,0,0.9,8.1,38.7,195.3,70.66717153,0.554337264,47.24506543,0,6,18.8,50,247.2,69.35953546,0.544079723,18.52845734,0,2,12.8,28.4,86.4,22.23050709,0.174383638,83.93125117,0,6,35.2,161.6,306.4,100.0050763,0.784473741,2.755051817,0,0,1.4,4.4,13.6,4.217071546,0.03308014,0.703143695,0,0,0,0,0,8.712885848,0.068346832,194.3533678,0,41.7,111.6,331,660.4,190.861572,1.497182913,0.455024087,0.188091225,0.243088483,0.095333863,0.43184871,0.014175478,0.003617862,0.413681819,1.558298348,0.671122569,1.479694689,0.637269816,0.006828955,0.133124448,0.012067165,0.041295091,0.018028441,0.235430224,0.166996063,0.028376316,0.010380011,0.038965213,0.008805335,0.041889612,0.002201334,0.201735358,0.004675826,0.045312123,0.003888487,0.064748829,0.027539243,0.033999229,0.016323298,0.309603299,0.351836005,0.030492972,0.025664244,0.028707626,0.009399493,0.101685764,3.133532753,0.766620487,2.549941702,0.737098455,0.289686185,30,90085,9558,17976,9341,8635,5575,11120,1281,30.88540276,1.9,9461.052632
E05000488,458.5737661,34,170,320,500,1500,780.9338165,6.561221971,142.1689606,11,50,100,227.2,340.8,115.3927081,1.903201729,10.15265577,0,0.2,2.4,14.8,76.3,16.82495991,0.11165104,4.188071737,0,0.1,0.9,4.5,22,8.166844757,0.054195476,0.530617119,0,0.02,0.17,0.8,2.17,1.45642492,0.009664888,11.2874574,0,1.4,4.6,11.8,59.5,17.0150799,0.112912683,4.744462429,0,0.4,3.1,7.3,22.1,5.822191641,0.038636273,19.96891385,0,0.3,7.9,37.8,75.3,24.56518687,0.163015465,1.507084427,0,0,0.9,2.2,6.9,2.241395551,0.014873982,0.171338893,0,0,0,0,1,1.459141862,0.009682918,91.37390192,0,1.8,21.6,133.2,686.7,151.4246392,1.004859359,37.69264564,0,0.9,8.1,40.5,198,73.50160281,0.487759283,45.14982959,0,5.6,18.4,47.2,238,68.0603196,0.451650732,18.97784972,0,1.6,12.4,29.2,88.4,23.28876656,0.154545094,79.87565541,0,1.2,31.6,151.2,301.2,98.26074749,0.652061859,2.774011578,0,0,1.4,4.4,13.6,4.310663763,0.02860572,1.199372249,0,0,0,0,7,10.21399303,0.067780426,194.2007909,0,41.5,116,321.3,696.34,191.3302217,1.269674242,0.470512512,0.194091103,0.232490452,0.097722824,0.411304481,0.014284244,0.006175939,0.423488663,1.598130358,0.688277282,1.49970789,0.645889032,0.013100035,0.121676068,0.012938874,0.044330609,0.018337746,0.237792103,0.16421089,0.032450789,0.013917348,0.041705997,0.008702659,0.037826638,0.002221711,0.194232762,0.00435133,0.042316105,0.009888339,0.054823326,0.028394096,0.036775716,0.016475199,0.31020856,0.341903348,0.033118106,0.035636802,0.032449244,0.008263584,0.101952019,3.206276063,0.784417177,2.589355102,0.748491483,0.411645407,30,125355,13046,15990,8542,7448,4299,10476,1215,32.24233896,1.34,11932.83582
E05000489,460.1247104,40,180,335,500,1500,706.5756946,5.497237547,128.1132263,11,47.1,100,200,340.8,104.9996434,1.766203481,10.40202911,0,0.3,2.4,14.2,82.2,17.51762525,0.109630605,4.304388763,0,0.1,0.9,4.6,25,8.591110043,0.053765769,0.571369915,0,0.03,0.2,0.8,2.2,1.594399445,0.009978235,11.14344244,0,1.4,4.2,11.8,59.9,17.09442993,0.106982121,4.959769889,0,0.4,3,7.6,23,6.055882257,0.037899546,20.39272096,0,0.3,7.9,39.9,76.6,25.0338944,0.156669694,1.539026335,0,0,1,2.3,7.2,2.275136482,0.014238493,0.120373987,0,0,0,0,0,1.242776109,0.007777669,93.61826197,0,2.7,21.6,127.8,739.8,157.6586273,0.986675447,38.73949886,0,0.9,8.1,41.4,225,77.31999039,0.483891921,44.57376977,0,5.6,16.8,47.2,239.6,68.37771972,0.427928483,19.83907956,0,1.6,12,30.4,92,24.22352903,0.151598182,81.57088384,0,1.2,31.6,159.6,306.4,100.1355776,0.626678777,2.873285279,0,0,1.4,4.4,14,4.39311413,0.027493439,0.842617909,0,0,0,0,0,8.69943276,0.054443685,198.7441286,0,41.5,129.1,332.5,739.8,194.3388121,1.216231154,0.471049196,0.194921476,0.224277165,0.099822217,0.410431666,0.014457208,0.004239712,0.431935352,1.593102936,0.686112089,1.49253858,0.642801378,0.008362541,0.114585255,0.015208346,0.051589498,0.023632376,0.242226731,0.162167702,0.036411896,0.014911148,0.04103384,0.012123634,0.03340917,0.001936912,0.188116174,0.005277829,0.042345611,0.006661338,0.063164238,0.036305402,0.042952333,0.018444379,0.309257324,0.304492234,0.034493817,0.036751461,0.033842813,0.011403365,0.108892634,3.223795236,0.788703252,2.7026316,0.781235734,0.404929949,30,141869,12204,15998,8339,7659,4075,10619,1304,32.99887486,0.98,16324.4898
E05000490,451.4279923,35,175,323,500,1500,681.5340561,4.925345494,131.4865894,11,50,100,200,340.8,115.5721651,1.771690672,9.803738039,0,0.3,2.3,14,59,16.31176626,0.094603111,3.846397765,0,0.1,0.8,4.3,21.7,7.301416408,0.042345918,0.592888975,0,0.03,0.2,0.8,2.3,1.891828049,0.010972007,10.53333815,0,1.2,4,11.7,59,16.58670969,0.096197697,5.160092025,0,0.4,3.2,7.9,23.3,6.217869584,0.036061687,19.56314286,0,0.2,7.6,36.8,75,24.53015638,0.142267188,1.512025077,0,0,0.9,2.2,7,2.285938865,0.013257726,0.17245786,0,0,0,0,0,1.572141687,0.009117927,88.23364235,0,2.7,20.7,126,531,146.8058964,0.851428003,34.61757989,0,0.9,7.2,38.7,195.3,65.71274767,0.381113258,42.13335262,0,4.8,16,46.8,236,66.34683877,0.384790787,20.6403681,0,1.6,12.8,31.6,93.2,24.87147834,0.144246748,78.25257145,0,0.8,30.4,147.2,300,98.12062552,0.569068752,2.800194382,0,0,1.4,4.4,13.6,4.405175215,0.02554863,1.207205023,0,0,0,0,0,11.00499181,0.06382549,191.1339813,0,41.5,124.3,306.725,629,186.282456,1.080379627,0.46163242,0.181116825,0.220438837,0.107989003,0.409412135,0.014650427,0.006316015,0.423398603,1.618872951,0.697210631,1.524451779,0.656545645,0.010515293,0.113371581,0.014967794,0.041603604,0.024022386,0.246841012,0.161706733,0.046487276,0.017519623,0.046100102,0.010761677,0.03556721,0.003167787,0.173761923,0.006634754,0.039051776,0.007919468,0.058589396,0.034946827,0.032062177,0.01936044,0.307471328,0.306717287,0.04656976,0.044086008,0.043390036,0.009377932,0.097428808,3.264484413,0.798657881,2.715810479,0.785045285,0.446388071,30,163226,15687,17676,9230,8446,4725,11733,1218,32.13538131,1.38,12808.69565
E05000491,414.5746351,40,177,320,500,1500,474.081908,3.645691128,110.3870021,10,47.1,75,135,340.8,111.1693213,1.839480742,8.893289194,0,0.2,1.9,12.9,50.5,14.77587585,0.091799542,3.442188164,0,0.1,0.6,3.7,21,6.633585115,0.041213129,0.59289508,0,0.01,0.18,0.8,2.5,1.7950971,0.011152577,9.35717045,0,1,3.4,10.1,57.1,15.40488216,0.095707431,5.275117207,0,0.5,2.5,8,23.7,6.607990962,0.041054117,17.32280179,0,0.1,6,24,73,22.80790964,0.14170095,1.538574228,0,0,1,2.2,7.2,2.309287598,0.014347139,0.248128954,0,0,0,0,2.64,1.816602542,0.011286186,80.03960274,0,1.8,17.1,116.1,454.5,132.9828827,0.826195875,30.97969347,0,0.9,5.4,33.3,189,59.70226604,0.370918158,37.4286818,0,4,13.6,40.4,228.4,61.61952862,0.382829725,21.10046883,0,2,10,32,94.8,26.43196385,0.16421647,69.29120714,0,0.4,24,96,292,91.23163856,0.566803802,2.883048279,0,0,1.6,4.4,14,4.474915209,0.027801747,1.736902675,0,0,0,0,18.48,12.71621779,0.079003301,175.0512297,0,38.1,106.7,270.3,582.6,174.8268647,1.086164111,0.457235307,0.176975012,0.213815589,0.120538821,0.395833878,0.01646974,0.009922253,0.422242981,1.678037832,0.722691558,1.576995102,0.679174823,0.017825186,0.103553915,0.014316769,0.034760629,0.023032203,0.291744603,0.139335726,0.054557404,0.024912795,0.05180729,0.014569536,0.029472726,0.003275871,0.146676103,0.005500227,0.030635458,0.014023558,0.06180601,0.035666379,0.031897383,0.020447281,0.379546142,0.199286268,0.057260976,0.059633502,0.050374626,0.015061966,0.089019469,3.275021796,0.801235858,2.78511808,0.805079674,0.475435768,30,145322,10683,12672,6702,5970,2849,9313,510,30.28369634,3.3,3840
E05000492,396.7953838,35,163,300,500,1200,490.3976996,3.267565166,107.4188974,11,44,75,150,340.8,98.91373467,1.367585308,8.93932394,0,0.2,1.9,13.1,48.8,14.6181376,0.07789068,3.461346836,0,0.1,0.6,3.7,20.2,6.542759526,0.034862169,0.568037819,0,0.01,0.16,0.77,2.5,1.648544967,0.008784039,9.875600927,0,1,3.6,10.6,57.9375,16.01147344,0.085314873,5.175761533,0,0.4,2.6,7.9,23.6,6.468530414,0.03446665,17.49588533,0,0.1,6.1,24.4,73,22.98519277,0.12247335,1.541311546,0,0,1,2.2,7.3,2.314906669,0.012334653,0.208497383,0,0,0,0,2,1.505133296,0.00801989,80.45391546,0,1.8,17.1,117.9,439.2,131.5632384,0.701016118,31.15212152,0,0.9,5.4,33.3,181.8,58.88483573,0.313759523,39.50240371,0,4,14.4,42.4,231.75,64.04589375,0.341259491,20.70304613,0,1.6,10.4,31.6,94.4,25.87412165,0.1378666,69.98354131,0,0.4,24.4,97.6,292,91.94077106,0.489893402,2.881478131,0,0,1.4,4.2,14.4,4.50555345,0.024007205,1.459481683,0,0,0,0,14,10.53593307,0.05613923,175.4814627,0,40,106.2,274.4,579.1,175.3087103,0.934107681,0.458475295,0.177523717,0.225108699,0.117978536,0.398808742,0.016420413,0.008317013,0.442246734,1.665213919,0.717168599,1.563325697,0.67328773,0.018014337,0.105575159,0.013438324,0.032589236,0.023028637,0.278245366,0.142963266,0.050001857,0.022389778,0.050143,0.013824611,0.036689819,0.003053152,0.153682725,0.005244586,0.038472681,0.012643465,0.060876664,0.032599634,0.031215245,0.022047696,0.35819234,0.225960308,0.05553819,0.054499605,0.04983258,0.014787359,0.094450381,3.288068333,0.8044277,2.787152722,0.805667818,0.295997369,30,189008,18800,27615,14694,12921,4818,21657,1140,30.17801919,4.2,6575
E05000493,474.9060994,30,170,325,500,2000,807.4170861,9.642528445,147.7947868,11,50,113.6,227.2,340.8,121.7375138,2.893979051,9.835317169,0,0.2,2.2,13.8,68.2,16.5871691,0.157356563,3.897875559,0,0.1,0.8,4,21.7,7.723567117,0.073270729,0.555463496,0,0.01,0.15,0.8,2.16,1.749324476,0.016595218,10.8047116,0,1.4,4.3,11.6,58.5,16.57560555,0.157246864,4.677645888,0,0.4,2.7,7.3,21.6,5.730722616,0.054365323,19.35705783,0,0.1,7.6,36,74.2,24.04374817,0.228094472,1.515908825,0,0,1,2.2,7.1,2.301433006,0.021832875,0.170073625,0,0,0,0,0,1.627256037,0.015437198,88.51785452,0,1.8,19.8,124.2,613.8,149.2845219,1.416209066,35.08088003,0,0.9,7.2,36,195.3,69.51210405,0.659436562,43.21884639,0,5.6,17.2,46.4,234,66.30242222,0.628987455,18.71058355,0,1.6,10.8,29.2,86.4,22.92289046,0.217461294,77.42823133,0,0.4,30.4,144,296.8,96.17499267,0.912377886,2.740562701,0,0,1.4,4.2,13.6,4.247557943,0.040295069,1.190515377,0,0,0,0,0,11.39079226,0.108060387,188.5877475,0,40.8,107.4,300.4,630,190.1087782,1.803494239,0.469372246,0.186018872,0.22917102,0.099214206,0.410568727,0.014532029,0.006312793,0.397105339,1.60633345,0.691810161,1.505027054,0.648179871,0.010172605,0.109732263,0.013304448,0.039819154,0.022605788,0.243883486,0.166505757,0.030211694,0.015211812,0.055007418,0.009254244,0.05171074,0.002684437,0.177290602,0.004850825,0.040643323,0.007111404,0.054599632,0.03213375,0.031686543,0.01859929,0.331091902,0.318448929,0.029534222,0.040546809,0.038675606,0.009051297,0.09563202,3.235263331,0.791508928,2.611186609,0.754802204,0.314966032,30,62634,6534,15351,8064,7287,4443,9837,1071,31.58908214,1.38,11123.91304
E05000494,438.7335484,40,180,325,500,1500,594.0882455,5.909811634,120.9470125,10,43,90,176,340.8,114.4183724,2.479278352,9.15395252,0,0.2,2.2,13.3,50.5,15.15846077,0.121567011,3.574822769,0,0.1,0.7,4.1,21.3,6.819489094,0.054690573,0.579628625,0,0.03,0.2,0.8,2.3,1.731267981,0.01388433,10.18869597,0,1.2,4,11.1,58.3,16.037553,0.128617108,5.106081868,0,0.4,2.8,7.8,23.3,6.232992241,0.049987017,18.85211251,0,0.3,7.65,29.6,74,23.91636793,0.191803205,1.531246275,0,0,1,2.2,7.1,2.263020927,0.018148854,0.171185494,0,0,0,0,0,1.522423788,0.012209453,82.38557268,0,1.8,19.8,119.7,454.5,136.4261469,1.094103098,32.17340492,0,0.9,6.3,36.9,191.7,61.37540185,0.492215157,40.75478386,0,4.8,16,44.4,233.2,64.150212,0.514468431,20.42432747,0,1.6,11.2,31.2,93.2,24.93196896,0.199948068,75.40845003,0,1.2,30.6,118.4,296,95.66547173,0.767212821,2.856778838,0,0,1.6,4.4,13.8,4.336686246,0.034779124,1.19829846,0,0,0,0,0,10.65696652,0.085466169,182.2734275,0,40.8,114.3,286.5,585,179.6719856,1.440923756,0.451988937,0.176511768,0.223591471,0.112053236,0.413710605,0.015673041,0.006574181,0.415453589,1.628048778,0.701162444,1.540057451,0.663266642,0.009267825,0.107126638,0.013287807,0.03750862,0.024052613,0.260844701,0.152860243,0.048727566,0.01944393,0.053958589,0.012766387,0.035961179,0.003162162,0.164129649,0.004894623,0.042050023,0.009957445,0.060208115,0.033296431,0.034399105,0.022299228,0.345137671,0.250225972,0.050697189,0.045485037,0.04811359,0.013041161,0.097096502,3.270818707,0.80020757,2.766750342,0.799770207,0.258181898,30,85668,6940,16382,8621,7761,3683,11395,1304,33.21810524,1.35,12134.81481
