area_id,weight,weight_perc2.5,weight_perc25,weight_perc50,weight_perc75,weight_perc97.5,weight_std,weight_ci95,volume,volume_perc2.5,volume_perc25,volume_perc50,volume_perc75,volume_perc97.5,volume_std,volume_ci95,fat,fat_perc2.5,fat_perc25,fat_perc50,fat_perc75,fat_perc97.5,fat_std,fat_ci95,saturate,saturate_perc2.5,saturate_perc25,saturate_perc50,saturate_perc75,saturate_perc97.5,saturate_std,saturate_ci95,salt,salt_perc2.5,salt_perc25,salt_perc50,salt_perc75,salt_perc97.5,salt_std,salt_ci95,sugar,sugar_perc2.5,sugar_perc25,sugar_perc50,sugar_perc75,sugar_perc97.5,sugar_std,sugar_ci95,protein,protein_perc2.5,protein_perc25,protein_perc50,protein_perc75,protein_perc97.5,protein_std,protein_ci95,carb,carb_perc2.5,carb_perc25,carb_perc50,carb_perc75,carb_perc97.5,carb_std,carb_ci95,fibre,fibre_perc2.5,fibre_perc25,fibre_perc50,fibre_perc75,fibre_perc97.5,fibre_std,fibre_ci95,alcohol,alcohol_perc2.5,alcohol_perc25,alcohol_perc50,alcohol_perc75,alcohol_perc97.5,alcohol_std,alcohol_ci95,energy_fat,energy_fat_perc2.5,energy_fat_perc25,energy_fat_perc50,energy_fat_perc75,energy_fat_perc97.5,energy_fat_std,energy_fat_ci95,energy_saturate,energy_saturate_perc2.5,energy_saturate_perc25,energy_saturate_perc50,energy_saturate_perc75,energy_saturate_perc97.5,energy_saturate_std,energy_saturate_ci95,energy_sugar,energy_sugar_perc2.5,energy_sugar_perc25,energy_sugar_perc50,energy_sugar_perc75,energy_sugar_perc97.5,energy_sugar_std,energy_sugar_ci95,energy_protein,energy_protein_perc2.5,energy_protein_perc25,energy_protein_perc50,energy_protein_perc75,energy_protein_perc97.5,energy_protein_std,energy_protein_ci95,energy_carb,energy_carb_perc2.5,energy_carb_perc25,energy_carb_perc50,energy_carb_perc75,energy_carb_perc97.5,energy_carb_std,energy_carb_ci95,energy_fibre,energy_fibre_perc2.5,energy_fibre_perc25,energy_fibre_perc50,energy_fibre_perc75,energy_fibre_perc97.5,energy_fibre_std,energy_fibre_ci95,energy_alcohol,energy_alcohol_perc2.5,energy_alcohol_perc25,energy_alcohol_perc50,energy_alcohol_perc75,energy_alcohol_perc97.5,energy_alcohol_std,energy_alcohol_ci95,energy_tot,energy_tot_perc2.5,energy_tot_perc25,energy_tot_perc50,energy_tot_perc75,energy_tot_perc97.5,energy_tot_std,energy_tot_ci95,f_energy_fat,f_energy_saturate,f_energy_sugar,f_energy_protein,f_energy_carb,f_energy_fibre,f_energy_alcohol,energy_density,h_nutrients_weight,h_nutrients_weight_norm,h_nutrients_calories,h_nutrients_calories_norm,f_beer,f_dairy,f_eggs,f_fats_oils,f_fish,f_fruit_veg,f_grains,f_meat_red,f_poultry,f_readymade,f_sauces,f_soft_drinks,f_spirits,f_sweets,f_tea_coffee,f_water,f_wine,f_dairy_weight,f_eggs_weight,f_fats_oils_weight,f_fish_weight,f_fruit_veg_weight,f_grains_weight,f_meat_red_weight,f_poultry_weight,f_readymade_weight,f_sauces_weight,f_sweets_weight,h_items,h_items_norm,h_items_weight,h_items_weight_norm,representativeness_norm,transaction_days,num_transactions,man_day,population,male,female,age_0_17,age_18_64,age_65+,avg_age,area_sq_km,people_per_sq_km
E05000275,384.8292587,32.5,150,300,480,1100,500.8255919,6.8261253,110.5301929,10.7975,49.575,75,150,340.8,101.0061267,2.696611507,9.309973664,0,0.2,2,14,49.4,14.85815493,0.161158875,3.703679437,0,0.1,0.7,4,21.1,7.025743828,0.076204682,0.548622738,0,0.01,0.18,0.75,2.3,1.522892116,0.016518039,10.59389374,0,1,3.7,11,59.365,17.01074451,0.184506923,5.045656102,0,0.4,2.8,7.6,23.5,6.339248116,0.068758611,17.33983372,0,0.1,5.5,25,73,22.82811855,0.247605031,1.490978104,0,0,0.9,2.2,7,2.322347939,0.025189331,0.310307189,0,0,0,0,7.11,1.832239058,0.019873368,83.78976298,0,1.8,18,126,444.6,133.7233943,1.450429876,33.33311493,0,0.9,6.3,36,189.9,63.23169446,0.685842139,42.37557495,0,4,14.8,44,237.46,68.04297805,0.738027693,20.18262441,0,1.6,11.2,30.4,94,25.35699246,0.275034444,69.35933486,0,0.4,22,100,292,91.31247419,0.990420123,2.761285561,0,0,1.4,4.2,13.6,4.520278132,0.049029166,2.172150326,0,0,0,0,49.77,12.82567341,0.139113578,178.2651581,0,40.5,107.2,273.85,580.4,177.6827567,1.927234797,0.470028826,0.186986146,0.237710921,0.113216877,0.389079591,0.015489766,0.01218494,0.463231821,1.67890588,0.723065406,1.568254824,0.67541059,0.018105678,0.10866486,0.012563124,0.028359404,0.019737652,0.255265427,0.142782362,0.046619042,0.02235497,0.056688016,0.012285996,0.035472349,0.003633452,0.170741471,0.005912058,0.037011947,0.023802192,0.060672184,0.030243725,0.027296404,0.020550905,0.362018679,0.225178969,0.05381546,0.05694358,0.052422735,0.013254277,0.097603082,3.318772217,0.811939422,2.765528517,0.79941702,0.194157116,30,46390,5186,15029,7501,7528,3100,10666,1263,34.30540954,1.24,12120.16129
E05000276,436.3991513,40,180,340,500,1500,475.3529731,4.096447809,118.0436491,11,35.5,75,175,340.8,110.0082216,1.987603122,8.802272269,0,0.2,2,12.65,50.5,14.79468974,0.10232803,3.308927686,0,0.1,0.6,3.6,20,6.303146429,0.04359595,0.609697135,0,0.02,0.2,0.8,2.5,1.857205547,0.012845432,9.500929729,0,1,3.6,10.6,56.5,15.35586416,0.106209414,5.323081579,0,0.4,2.9,8.4,23.5,6.514548932,0.045058124,18.09373968,0,0.1,7,26.5,74,23.42106127,0.161992655,1.505821202,0,0,0.9,2.2,7.2,2.360616363,0.016327292,0.181272366,0,0,0,0,0,1.550017501,0.010720755,79.22045042,0,1.8,18,113.85,454.5,133.1522077,0.920952272,29.78034918,0,0.9,5.4,32.4,180,56.72831786,0.392363552,38.00371891,0,4,14.4,42.4,226,61.42345665,0.424837657,21.29232631,0,1.6,11.6,33.6,94,26.05819573,0.180232495,72.37495873,0,0.4,28,106,296,93.68424507,0.647970618,2.808675143,0,0,1.4,4.2,14,4.541923803,0.031414387,1.268906561,0,0,0,0,0,10.85012251,0.075045282,176.9653172,0,41,111.7,273.6,588.2,174.5551595,1.207317351,0.447660885,0.168283535,0.214752357,0.120319205,0.40897821,0.015871331,0.007170369,0.405512514,1.647853495,0.709691871,1.560147414,0.671918918,0.008405473,0.102297999,0.014185021,0.03382292,0.029412873,0.25634808,0.152429295,0.059642422,0.02536719,0.049289493,0.012287821,0.040494528,0.003430036,0.149087208,0.006458017,0.046512797,0.010528829,0.057622917,0.034225714,0.033436674,0.024433051,0.353396371,0.226872793,0.063889028,0.063024286,0.041175669,0.011314044,0.090609454,3.329382379,0.814535204,2.79588558,0.80819218,0.331205532,30,120374,8636,15654,7910,7744,4493,9891,1270,32.96920914,1.89,8282.539683
E05000277,420.8545558,40,170,325,500,1500,503.0003326,4.955799155,111.7465399,11,44,75,165,340.8,103.4856006,2.15535857,9.083701011,0,0.2,2.2,13.1,49.9,14.80388616,0.117100517,3.466776895,0,0.1,0.7,4,20.7,6.427342913,0.050841054,0.593392515,0,0.02,0.2,0.8,2.44,1.713134793,0.013551102,9.671907015,0,1,3.6,10.6,57.6,15.83322738,0.12524273,5.37054791,0,0.4,3,8.2,23.7,6.572310522,0.051987766,17.91679219,0,0.1,6.8,26.1,73,23.24134925,0.183841864,1.571811815,0,0,0.9,2.3,7.5,2.409526661,0.019059645,0.202284001,0,0,0,0,2,1.547339144,0.012239638,81.7533091,0,1.8,19.8,117.9,449.1,133.2349755,1.053904657,31.20099205,0,0.9,6.3,36,186.3,57.84608622,0.457569489,38.68762806,0,4,14.4,42.4,230.4,63.33290953,0.50097092,21.48219164,0,1.6,12,32.8,94.8,26.28924209,0.207951062,71.66716875,0,0.4,27.2,104.4,292,92.96539698,0.735367455,2.963063342,0,0,1.4,4.4,14.8,4.733162316,0.037439882,1.415988004,0,0,0,0,14,10.83137401,0.085677469,179.2817208,0,41,114.2,278.1,585,175.392068,1.387372322,0.45600471,0.174033314,0.215792373,0.119823658,0.3997461,0.016527415,0.007898117,0.425994488,1.664395128,0.716815965,1.565170477,0.674082234,0.012651572,0.106881141,0.013867438,0.033666327,0.02784989,0.263415596,0.151194506,0.056997798,0.021786994,0.051444251,0.013752424,0.035506556,0.002875357,0.149485722,0.005964313,0.039400611,0.013259505,0.059393016,0.034477165,0.033247293,0.026005924,0.339106999,0.243740043,0.059887311,0.053785299,0.047369969,0.014368396,0.088618585,3.314642984,0.810929203,2.811328107,0.812656071,0.28582812,30,89683,8569,15797,8258,7539,3021,11455,1321,34.55371273,1.09,14492.66055
E05000278,447.4341631,40,188,350,500,1500,518.1781031,4.664726241,112.8519517,11,40,75,150,340.8,107.4761947,2.050600517,8.275545896,0,0.2,1.7,11.2,49.3,14.49236845,0.104346909,3.124328385,0,0.1,0.4,3.2,20,6.305586623,0.045401031,0.586427961,0,0.01,0.12,0.75,2.44,1.939616013,0.013965484,9.689390462,0,1.2,3.9,10.9,57.4,15.65356543,0.112707675,4.965381231,0,0.4,2.1,7.8,23.3,6.327017345,0.045555335,18.23759426,0,0.1,7.2,25.3,76.1,24.02616136,0.172991438,1.602778063,0,0,0.9,2.3,8.2,2.519821024,0.018143034,0.175681106,0,0,0,0,0,1.580697318,0.011381223,74.47991307,0,1.8,15.3,100.8,443.7,130.431316,0.939122177,28.11895547,0,0.9,3.6,28.8,180,56.7502796,0.40860928,38.75756185,0,4.8,15.6,43.6,229.6,62.61426172,0.450830702,19.86152493,0,1.6,8.4,31.2,93.2,25.30806938,0.18222134,72.95037705,0,0.4,28.8,101.2,304.4,96.10464543,0.691965753,3.005921568,0,0,1.4,4.4,15.8,4.898000591,0.035266231,1.229767745,0,0,0,0,0,11.06488122,0.079668562,171.5275044,0,38.1,97.5,274.5,581.2,175.1594817,1.261170697,0.43421557,0.163932633,0.225955377,0.115792071,0.425298423,0.017524429,0.007169508,0.383358086,1.635103905,0.704200922,1.560650804,0.672135716,0.008710231,0.096166953,0.014721518,0.032687222,0.026744091,0.277664186,0.154507783,0.050380306,0.018974401,0.052384068,0.013808239,0.040443281,0.002467217,0.138573103,0.006420218,0.055887244,0.009459938,0.051623883,0.035201851,0.031361632,0.023185826,0.35095871,0.261728034,0.054407419,0.049556676,0.03949458,0.013241888,0.0892395,3.285191785,0.803723951,2.730749081,0.789363509,0.286661931,30,112670,8329,17453,8893,8560,5314,10834,1305,31.20609637,1.28,13635.15625
E05000279,395.0393816,40,180,300,500,1000,376.4169791,2.959934294,100.9825576,11,50,75,113.6,340.8,83.66380608,1.430142549,8.879687978,0,0.3,1.8,12.7,50.5,14.75230492,0.09389312,3.386850801,0,0.1,0.5,3.4,21.6,6.693896121,0.042604243,0.616238606,0,0.02,0.18,0.8,2.7,1.914415763,0.012184568,8.760294729,0,0.8,3.1,9,57.1,15.20373377,0.096766302,5.633551295,0,0.6,3,8.7,24,6.795626131,0.043251718,16.91040882,0,0.4,6,23.2,73.4,22.62878008,0.144024054,1.670855398,0,0,1,2.4,7.8,2.464197913,0.015683734,0.227342079,0,0,0,0,2.64,1.515050284,0.009642751,79.9171918,0,2.7,16.2,114.3,454.5,132.7707443,0.845038078,30.48165721,0,0.9,4.5,30.6,194.4,60.24506509,0.383438191,35.04117891,0,3.2,12.4,36,228.4,60.81493507,0.387065209,22.53420518,0,2.4,12,34.8,96,27.18250452,0.173006874,67.6416353,0,1.6,24,92.8,293.6,90.51512032,0.576096216,3.179271562,0,0,1.8,4.6,15.4,4.832950409,0.030759993,1.591394555,0,0,0,0,18.48,10.60535198,0.067499255,174.8636984,0,41.1,109.6,270,586.8,171.8019428,1.093457631,0.457025629,0.174316668,0.200391386,0.128867257,0.386824915,0.018181427,0.009100771,0.442648775,1.704164708,0.733943791,1.59407858,0.686532276,0.014118195,0.104648209,0.015261197,0.035348404,0.033697401,0.307912116,0.139181695,0.055382694,0.021304293,0.047117094,0.015557531,0.02501905,0.002328338,0.128619507,0.005662095,0.03022606,0.018616121,0.066890259,0.034001448,0.033698398,0.031741697,0.3761604,0.200039451,0.061986803,0.04743537,0.046775467,0.015217036,0.086053672,3.260640485,0.797717462,2.805074101,0.810848258,0.473646895,30,133155,12265,11954,6020,5934,2028,8906,1020,36.43198929,1.09,10966.97248
E05000280,423.7606785,40,180,340,500,1300,450.3067709,2.38255095,114.97285,11,44,75,175,340.8,106.2937861,1.201932648,8.864679822,0,0.2,2,12.6,50.5,15.00913817,0.0635448,3.380714509,0,0.1,0.6,3.6,20.5,6.527676926,0.027636492,0.608333768,0,0.02,0.18,0.8,2.5,1.963041862,0.00831101,9.30348334,0,1,3.5,10.3,56.8,15.30421263,0.064794068,5.296142687,0,0.5,2.8,8.1,23.6,6.507238227,0.02754996,17.80687759,0,0.3,6.8,25.6,73.4,23.21924366,0.098304258,1.562791638,0,0,0.9,2.3,7.3,2.404399489,0.010179604,0.176768184,0,0,0,0,0,1.545502627,0.006543257,79.7821184,0,1.8,18,113.4,454.5,135.0822435,0.571903197,30.42643058,0,0.9,5.4,32.4,184.5,58.74909233,0.248728425,37.21393336,0,4,14,41.2,227.2,61.21685051,0.259176274,21.18457075,0,2,11.2,32.4,94.4,26.02895291,0.110199838,71.22751035,0,1.2,27.2,102.4,293.6,92.87697464,0.393217031,2.950387327,0,0,1.6,4.4,14.4,4.71169642,0.019948101,1.237377285,0,0,0,0,0,10.81851839,0.045802802,176.3819641,0,41,107.4,277.5,592.5,175.8090754,0.744330044,0.45232583,0.172503072,0.210984913,0.120106219,0.403825361,0.016727262,0.007015328,0.416230134,1.657786995,0.713969997,1.562153554,0.672782916,0.010637195,0.109368081,0.016544655,0.036165522,0.027356153,0.278187625,0.144431254,0.054052781,0.022730056,0.043764192,0.01472625,0.034234056,0.002897199,0.147234235,0.007113448,0.041126092,0.009431207,0.062585489,0.040362106,0.032618618,0.025207482,0.355497869,0.221482501,0.058722573,0.055286521,0.041612261,0.014200442,0.092424139,3.289098696,0.804679779,2.810818137,0.812508656,0.69907262,30,311706,24798,15524,7683,7841,3537,10626,1361,34.47635919,1.36,11414.70588
E05000281,420.2666834,40,180,330,500,1500,490.3373691,3.354155538,107.2811667,10.32,40,75,135,340.8,99.10442058,1.434282152,8.781317444,0,0.2,2,12.9,49,14.41880566,0.079170065,3.342381554,0,0.1,0.6,3.7,20,6.299739922,0.0345903,0.61191426,0,0.02,0.2,0.8,2.5,1.967434007,0.010802689,9.710199104,0,1,3.5,10.6,57.6,15.84774487,0.087016013,5.280618265,0,0.4,2.8,8.1,23.6,6.528490202,0.035846311,17.84743488,0,0.1,6.6,25.6,74,23.39904088,0.128478296,1.519206724,0,0,0.9,2.2,7.2,2.290305406,0.012575496,0.186668751,0,0,0,0,2,1.495836916,0.008213267,79.03185699,0,1.8,18,116.1,441,129.769251,0.712530583,30.08143399,0,0.9,5.4,33.3,180,56.6976593,0.311312703,38.84079642,0,4,14,42.4,230.4,63.39097947,0.348064054,21.12247306,0,1.6,11.2,32.4,94.4,26.11396081,0.143385244,71.38973952,0,0.4,26.4,102.4,296,93.59616352,0.513913184,2.823634566,0,0,1.4,4.2,14.2,4.435093535,0.024351992,1.306681259,0,0,0,0,14,10.47085841,0.057492871,175.6743854,0,40.6,108.7,274.8,562.8,173.2921006,0.951503693,0.449876952,0.171234036,0.221095388,0.120236499,0.406375348,0.016073115,0.007438086,0.418006928,1.65385751,0.71227766,1.562191295,0.67279917,0.013444287,0.102803664,0.014529014,0.031892572,0.028385023,0.264008424,0.148789777,0.060206336,0.023468119,0.046358245,0.014750711,0.037339963,0.00260493,0.150579181,0.006848827,0.042533987,0.011456939,0.058967536,0.032964211,0.031484782,0.025153753,0.352001718,0.224726475,0.064427727,0.058360972,0.044528324,0.014569563,0.092814937,3.324179412,0.813262295,2.809261604,0.812058718,0.450363311,30,188648,14838,18157,9269,8888,4625,12212,1320,32.32516385,1.91,9506.282723
E05000282,418.3479724,37.5,170,325,500,1500,524.4801066,5.734972644,116.470463,11,47.1,75,175,340.8,109.3419626,2.558240065,9.258235557,0,0.2,2.2,13.5,50.5,15.19602215,0.134263386,3.551712097,0,0.1,0.7,4,20.8,6.731066361,0.059471864,0.590751179,0,0.02,0.2,0.8,2.4,1.775110225,0.015683862,10.18370608,0,1.1,3.8,11.2,57.4,16.0795934,0.142070118,5.286714962,0,0.4,3,8.2,23.5,6.431070573,0.056821272,18.76638222,0,0.2,7.3,28.9,75,23.94959486,0.211604963,1.563314503,0,0,0.9,2.3,7.3,2.316772693,0.020469682,0.208393102,0,0,0,0,2,1.629559797,0.014397861,83.32412001,0,1.8,19.8,121.5,454.5,136.7641993,1.208370475,31.96540887,0,0.9,6.3,36,187.2,60.57959725,0.535246775,40.73482433,0,4.4,15.2,44.8,229.6,64.3183736,0.568280471,21.14685985,0,1.6,12,32.8,94,25.72428229,0.227285089,75.06552888,0,0.8,29.2,115.6,300,95.79837943,0.846419851,2.919084351,0,0,1.6,4.4,14.4,4.502012651,0.039777216,1.458751716,0,0,0,0,14,11.40691858,0.100785028,183.9143448,0,41.2,114.9,285.4,586.8,179.5571677,1.586464741,0.453059385,0.173805958,0.221488021,0.114982112,0.408154834,0.015871978,0.007931691,0.4396205,1.645378721,0.708626044,1.554189519,0.669352993,0.011832624,0.106759745,0.013101867,0.032099574,0.028987881,0.260624795,0.156587783,0.049787095,0.021147232,0.048579266,0.01326564,0.033573534,0.00331641,0.156424009,0.006591877,0.043727481,0.013593187,0.058509067,0.031562823,0.028932437,0.024281952,0.340065419,0.26458619,0.052330248,0.052360259,0.040646649,0.012184149,0.094540807,3.301759563,0.807777267,2.744351006,0.793295347,0.285409858,30,71053,6570,13530,6755,6775,2953,9191,1386,35.35890614,1.39,9733.81295
E05000283,429.1728038,40,182,335,500,1500,481.7211125,4.665382278,121.4690372,10,43,100,176,340.8,115.717274,2.531518112,9.315697744,0,0.3,2.3,13.5,50.5,15.04611235,0.118842469,3.580775289,0,0.1,0.7,4.1,21,6.610919613,0.052216678,0.633214414,0,0.06,0.23,0.88,2.5,1.893636307,0.014956981,10.20800283,0,1.1,3.6,11,58.3,16.27606734,0.12855733,5.438576254,0,0.4,3.2,8.4,23.5,6.49195401,0.051277023,19.26312877,0,0.1,7.9,31.7,75,24.13581872,0.190637968,1.549581824,0,0,0.9,2.2,7.3,2.403613862,0.018985064,0.156008575,0,0,0,0,0,1.533876442,0.0121154,83.8412797,0,2.7,20.7,121.5,454.5,135.4150111,1.069582218,32.22697761,0,0.9,6.3,36.9,189,59.49827651,0.469950104,40.8320113,0,4.4,14.4,44,233.2,65.10426938,0.514229318,21.75430502,0,1.6,12.8,33.6,94,25.96781604,0.20510809,77.05251506,0,0.4,31.6,126.8,300,96.54327488,0.762551871,2.886555045,0,0,1.4,4.4,14.2,4.631129141,0.036579204,1.092060025,0,0,0,0,0,10.73713509,0.084807797,186.6267148,0,41.5,127.232,285.4,584.46,176.8943663,1.397208974,0.449245864,0.172681481,0.218789745,0.116565868,0.412869696,0.015466998,0.005851574,0.434852146,1.630165596,0.702074108,1.543416261,0.664713203,0.008986781,0.100374177,0.011764514,0.035375239,0.026061666,0.240911096,0.161909119,0.061142792,0.025685855,0.054051404,0.014493227,0.042499306,0.002499959,0.163592098,0.005882257,0.037679123,0.007091387,0.053822255,0.027455595,0.036408596,0.023590996,0.336024198,0.23225904,0.066877597,0.062732307,0.048369728,0.013960379,0.098499309,3.310293937,0.809865206,2.827036814,0.817196906,0.29071746,30,90263,6337,13694,6527,7167,3876,8630,1188,33.96063969,1.7,8055.294118
E05000284,384.5694135,35,160,300,500,1000,414.9442597,4.454545424,115.8216091,11,50,75,175,340.8,108.4493768,2.348934334,9.356220356,0,0.3,2.3,13.8,50.5,14.88869942,0.128502705,3.767912819,0,0.1,0.7,4.1,21.7,7.008351027,0.060488297,0.559827399,0,0.02,0.18,0.8,2.44,1.526842959,0.013178011,9.834849625,0,1,3.6,10.3,57.8,16.0902977,0.138873566,5.306948091,0,0.4,3,7.9,23.6,6.508819279,0.056176894,17.14622637,0,0.1,5.5,23.9,73,22.68802972,0.195817856,1.515146691,0,0,0.9,2.2,7.2,2.344689428,0.020236753,0.287474863,0,0,0,0,7.04,1.892394973,0.01633305,84.20598321,0,2.7,20.7,124.2,454.5,133.9982948,1.156524346,33.91121537,0,0.9,6.3,36.9,195.3,63.07515924,0.544394669,39.3393985,0,4,14.4,41.2,231.2,64.3611908,0.555494264,21.22779236,0,1.6,12,31.6,94.4,26.03527712,0.224707575,68.58490547,0,0.4,22,95.6,292,90.75211887,0.783271422,2.823579531,0,0,1.4,4.2,14,4.566672688,0.039414443,2.012324044,0,0,0,0,49.28,13.24676481,0.114331351,178.8545846,0,41.4,114.2,278,561.2,174.0830898,1.502491744,0.47080696,0.189602159,0.21995186,0.118687438,0.383467416,0.015787012,0.011251174,0.465077508,1.689714024,0.72772022,1.574197684,0.67797004,0.016895253,0.120549388,0.012934819,0.035702441,0.022494489,0.264841875,0.144526601,0.0548608,0.021928712,0.050002926,0.010866808,0.03238582,0.003765339,0.151335427,0.004623759,0.032463859,0.019821683,0.064655038,0.029024433,0.029722288,0.021740137,0.365272563,0.218806429,0.063597318,0.054552367,0.049767253,0.01152105,0.091341123,3.30329524,0.808152971,2.771609711,0.80117488,0.261061999,30,73842,7787,15766,8022,7744,3247,11109,1410,34.6448687,1.5,10510.66667
E05000285,430.6145993,40,180,325,500,1500,577.2717191,4.537409495,134.0957695,10,56.8,100,227.2,340.8,108.1736538,1.705347537,9.293297956,0,0.2,1.9,13,58.08,15.66527491,0.097499737,3.889111144,0,0.1,0.7,3.6,21.7,7.852792004,0.048875309,0.55424419,0,0.02,0.15125,0.8,2.2,1.636881711,0.010187854,10.02469369,0,1.3,4,10.5,58,16.02140456,0.099716267,4.90100606,0,0.5,2.9,7.5,23.3,6.007199568,0.037388452,18.4472322,0,0.6,7.2,30.8,73,23.10627816,0.143812098,1.562044792,0,0,1,2.3,6.9,2.294886593,0.014283237,0.227450301,0,0,0,0,2,1.790719582,0.011145332,83.6396816,0,1.8,17.1,117,522.72,140.9874742,0.877497636,35.00200029,0,0.9,6.3,32.4,195.3,70.67512803,0.439877784,40.09877478,0,5.2,16,42,232,64.08561826,0.398865068,19.60402424,0,2,11.6,30,93.2,24.02879827,0.149553808,73.7889288,0,2.4,28.8,123.2,292,92.42511266,0.575248392,2.922586695,0,0,1.6,4.4,13.6,4.498906,0.028000923,1.592152109,0,0,0,0,14,12.53503707,0.078017324,181.5473734,0,41.5,105.9,280.1,605.54,180.1769209,1.121410416,0.460704443,0.192798164,0.220872239,0.107982968,0.406444486,0.016098204,0.008769899,0.4216006,1.642967248,0.707587479,1.545595637,0.665651809,0.011289052,0.128996102,0.013308561,0.038370661,0.015247289,0.275248904,0.157006685,0.042005776,0.016751823,0.048710544,0.013379243,0.030211846,0.00250419,0.159874387,0.003938041,0.028576045,0.014580851,0.063501139,0.028113098,0.035291251,0.014244337,0.369346355,0.259145838,0.045175376,0.036437981,0.043834714,0.012948478,0.091961433,3.19184179,0.780885824,2.662182887,0.769543434,0.624961929,30,137388,13226,11427,5719,5708,2783,7020,1624,38.04996937,1.77,6455.932203
E05000286,367.4190953,30,150,270,479,1000,472.6660939,5.518387236,127.3929178,11,50,100,227.2,340.8,99.68604999,2.496369695,9.037304552,0,0.2,1.8,13.7,48.1,14.63436647,0.136404735,3.671455935,0,0.1,0.6,3.6,21.4,6.978778393,0.065048147,0.480030207,0,0.01,0.1,0.7,2,1.25946709,0.011739304,11.25542233,0,1.4,4.6,11.8,58.7,17.12779157,0.159645577,4.536170198,0,0.5,2.4,6.8,22.8,5.755009696,0.053641582,18.19751125,0,1.5,7.2,27,73,23.00268166,0.214404546,1.622313485,0,0,1,2.3,7.4,2.281035335,0.021261188,0.130417891,0,0,0,0,0,1.222689839,0.011396509,81.33574097,0,1.8,16.2,123.3,432.9,131.7092983,1.227642617,33.04310342,0,0.9,5.4,32.4,192.6,62.80900554,0.585433321,45.02168932,0,5.6,18.4,47.2,234.8,68.51116629,0.638582307,18.14468079,0,2,9.6,27.2,91.2,23.02003878,0.214566329,72.790045,0,6,28.8,108,292,92.01072665,0.857618185,2.98986092,0,0,1.8,4.4,14.2,4.465302544,0.041620415,0.912925237,0,0,0,0,0,8.558828873,0.07977556,176.1732529,0,39.95,90.1,278.1,561.4,178.4774611,1.66356165,0.461680418,0.187560273,0.255553488,0.102993391,0.413173077,0.01697114,0.005181974,0.47948856,1.621340752,0.698273455,1.518560481,0.654008401,0.010009965,0.131714829,0.007745267,0.028354018,0.017324939,0.320250929,0.149787118,0.030075188,0.012704955,0.047671891,0.010530845,0.023711387,0.001766464,0.16874264,0.005639098,0.025613733,0.008356735,0.06627446,0.016781137,0.030463823,0.016640858,0.417989534,0.238539748,0.037141087,0.030134987,0.039637027,0.012929813,0.093467523,3.012592815,0.737032465,2.54348218,0.735231234,0.405703369,30,63340,8418,13232,6365,6867,2820,7904,2508,40.43651753,5.63,2350.26643
E05000287,459.5813854,29,169,305,500,1600,767.480987,9.861011182,133.1801723,9.2,47.1,100,227.2,340.8,109.6686571,2.793970959,10.20309404,0,0.3,2.2,14.5,82.2,17.32494098,0.173624977,4.356811639,0,0.1,0.8,4.1,31.075,8.825413259,0.088445448,0.513634977,0,0.03,0.15,0.8,2,1.295158862,0.012979665,11.27971609,0,1.4,4.1,11.8,66.5,17.65289533,0.17691163,4.688811796,0,0.4,2.8,7.5,21.8,5.731055067,0.057434787,19.73546809,0,0.3,7.3,38.7,73.5,24.40556477,0.244584707,1.572844893,0,0,1,2.4,7,2.348977263,0.023540693,0.168549281,0,0,0,0,0,1.443487632,0.014466168,91.82784633,0,2.7,19.8,130.5,739.8,155.9244689,1.562624792,39.21130475,0,0.9,7.2,36.9,279.675,79.42871933,0.796009035,45.11886434,0,5.6,16.4,47.2,266,70.61158132,0.707646519,18.75524718,0,1.6,11.2,30,87.2,22.92422027,0.22973915,78.94187237,0,1.2,29.2,154.8,294,97.6222591,0.978338829,2.868362134,0,0,1.4,4.4,13.6,4.482181208,0.044918976,1.179844966,0,0,0,0,0,10.10441343,0.101263176,193.573173,0,41.5,118,302.65,739.8,191.3435188,1.9175831,0.474383123,0.202565801,0.233084284,0.096889703,0.407814116,0.014817973,0.006095085,0.421194546,1.605920884,0.691632479,1.499262614,0.645697262,0.009104027,0.117932572,0.013695396,0.044785518,0.013380559,0.257431457,0.174944248,0.03321527,0.017263545,0.040220386,0.006847698,0.036757182,0.003043421,0.181949364,0.004460186,0.034841926,0.010127246,0.050599018,0.029248269,0.034237923,0.01329582,0.340503438,0.328622167,0.032784149,0.0446662,0.029331471,0.006190724,0.090520821,3.156661286,0.772278895,2.543662277,0.735283294,0.321538911,30,54217,7007,12424,6288,6136,2969,7997,1458,35.82066967,1.39,8938.129496
